product_name,description,manufacturer
Weise Toys Schlüter Euro Trac 1900 LS (1991 - 1994) Tractor,"Product Description The aim of Weise brand is to offer our customer selected collector's items in high-quality execution. Keeping in close contact with the collector's whose passion has continued and grown, as they add to their collection and pursue their hobby. We meet this enthusiasm with the same passion and follow our intention making distinctive miniatures. The model construction uses contemporary manufacturing standards, at the same time all selected details in the equipment should add to the character of these distinctive miniatures. It is natural that collector's wishes will follow very personal interests and we will realize only parts of all we are informed by our customers. Technical conditions of the zinc die-casting procedure set limits, so that detailed solutions must be found for the model may be opposed to the original model. The concrete decision for a future model project depends of course on a row of other, practical needs which we have to follow. We will collect all model proposals, and there remains our job to check whether and to what extent we can allow to flow in this onto our strategically planning with. We would like to say many thanks for the numerous tips which we have received during the last years and we will be happy with all feedback in the future. Because we are always interested in the opinion of the farm-model collector Box Contains 1x Schlüter Euro Trac 1900 LS (1991 - 1994) Tractor",Weise-Toys
Corgi Toys James Bond 1:36 Scale CC03802 Quantum Of Solace Aston Martin DBS,Product Description Model Aston Martin DBS Make Corgi Scale 1 36 Die Cast Metal Colour Metallic Dark Grey Product Code CC03802 UPC Code 5055286603082 Details Aston Martin DBS from the James Bond movie Quantum of Solace Features include wing mirrors opening doors full body decoration seated Bond figure alloy wheels and interior decoration Model presented in window box packaging Box Contains,Hornby
base toys accessories 54 gallon hogshead large barrels for lorry 1.76 railway scale,base toys accessories 54 gallon hogshead large barrels for lorry 1.76 railway scale brand new in mint condition and is displayed in a bag. this model is 1.76 railway scale and is not suitable for children 14+ made by basetoys,basetoys
Matador Hat,,Forum
Hot Toys Movie Masterpiece - Star Wars Episode IV A New Hope: Han Solo & Chewbacca,These are just a few of the many popular Star Wars action figures that can be collected!,Star Wars
Plastoy - Ice Dragon Figurine - French version,,Plastoy
Plastoy - Asterix & Obelix - figure Asterix proud 60524,Plastoy - Asterix & Obelix - figure Asterix proud 60524 - Dim : 5 cm - 100 % Pvc,Plastoy
Dinosaurs Schleich Triceratops and Therizinosaurus Toy (Small),"Product Description Triceratops and Therezinosaurus were two impressive dinosaurs. Despite their dangerous looks, both were only herbivores. However, both were quite defensive. Box Contains 1 x Triceratops and Therizinosaurus, small",Schleich
Toy Story Woodys Horse Bullseye,Gallop into the sunset with Woodys trusty steed! Bullseye is crafted using DISNEY/PIXARs digital data. Neighing and clip clop sound effects. Detailed vinyl saddle and stirrups with floppy rag doll legs. BONUS: Unique Woodys Roundup stand to display Bullseye. Includes a Toy Story Collection Certificate of Authenticity. Suitable for ages 4 years +,Disney
Disney PixarCollection Toy Story 3 Sneak Out Woody - Adult Collector,The Disney/Pixar Collection celebrates the creative inspiration of the talented artists who contributed to the Toy Story 3 movie. Concept pencil sketches and storyboard artwork showcase these premium collectible figures of favorite Toy Story characters.,Disney
AAA ENTELODONT Realistic Prehistoric Toy Replica - Mammal - Pig - Dino,"Entelodont - seen in the BBC series 'Walking with Beasts'. The figure measures 13 cm (5.12) in lenght and 7 cm (2.75 in) in hight. Weight: 112 g (3.90 oz), made of full plastic. This beautifully ugly figure is a must have for collectors of Prehistoric Life!",AAA
Toy Story 30cm Roaring Rex,"Toy Story 30cm Roaring Rex, has 10 different sounds activated by a button on his back, you will love hearing Toy Story's Rex at his vocal best, over and over again. Just press the button on his back to activate and hear him roar, laugh or make other Rex noises.Just press the button on Rex's back to see his personality come to life with air movements.Toy Story 30cm Roaring Rex.Suitability 3 +.Batteries Included.",Disney
Plastoy Tubo Lucky Luke Tube,Product Description They will have many hours of fun and role play and with these beautifully crafted and painted figures of these famous characters.,Plastoy
Wild Safari Tapejara Dinosaur Toy,"Product Description Safari is a family owned company that has been producing hand painted miniatures for three generations. Our mission is to teach children the importance of nature and its conservation though the value of play. It is our hope that future generations will respect the earth and all of its inhabitants, and this is where their learning journey starts. Toobs are acetate tubes containing hand painted miniatures, for use in play and education. Tubes are 1.5"" x 13"" x 1.5"" and are topped with a small spinning globe to allow children to wonder where their toys live in real life, and what else is out there to explore. Box Contains 1 x Toob",Safari
DINOSAUR EGG HATCH GROW WATER MAGIC TOY FUN GIFT PET DINO GROWING LARGE NEW,"Dinosaur growing egg Toy. It is excellent for kids dino project. Hatching dinosaur egg pets toy. Have fun watching a growing baby dinosaur break out of its own egg! (11 cm) large. Price/listing is per egg Easy to follow instructions: 1. Put the egg in a container and fill with water till water level is above egg. 2. The egg shell will slowly break after 24-48 hours, then the dinosaur will quickly come out of its shell. 3. After the egg shell is broken entirely, add new water into the container again. The dinosaur will keep expanding until about 48-72 hours. 4. You can then move the growing dinosaur to a larger container to watch them grow!! Tips: - Make sure the water temperature is below 35'C - Make sure the container is always full of water PRICE PER EGG",BARGAINS-GALORE
Toy Story Woody 8'' Soft Toy,,WL
Wooden Jointed Flexi Sensory Toy - Green Dinosaur,"Colour Name:Green This excellent jointed Dinosaur is brightly coloured and chunky, with elasticated cord which joins its legs, head and tail to its torso - allowing it to be angled to assume all kinds of amusing positions and poses. This Flexi Dino character will provide hours of bending, twisting and fiddling satisfaction.",Carousel
GOOKHA TOY DINOSAURS - SPIKE SAICHANIA,65 Million Years ago the Earth was ruled by Dinosaurs! This herbivore grew into a gentle giant. With thick defensive armour it was as powerful as a tank! This fun Dinosaur figure is perfect to help inspire imagination and role play and is perfect for any Dinosaur fan and will look great as part of any collection.,Gookha
30cm Large Toy Dinosaur Action Figure In Box - Jurassic Era - Boys Toys - Action Figures,This Fantastic dinosaur is the perfect gift for any little boy. Very realistic design and many to collect. Great pocket money toy and party bag filler!! Suitable for ages 3+ Please note this listing is for 1 Dinosaur in box only.,Toyland
deAO Durable Toy Dinosaur Model Figures Pack of 3 Approx 29cm,"A set of 3 dinosaurs. Approx 29cm long. See photo for size details. Each box contains - Tyranosaurus Rex (T-Rex), Spinosaurus, Triceratops. Be creative and make the most of the dino fun. Suitable for age 3 years and above, both boys and girls.",deAO
Toob Powhatan Indians Miniatures,"Product Description Safari is a family owned company that has been producing hand painted miniatures for three generations. Our mission is to teach children the importance of nature and its conservation though the value of play. It is our hope that future generations will respect the earth and all of its inhabitants, and this is where their learning journey starts. Toobs are acetate tubes containing hand painted miniatures, for use in play and education. Tubes are 1.5"" x 13"" x 1.5"" and are topped with a small spinning globe to allow children to wonder where their toys live in real life, and what else is out there to explore. Box Contains 1 x Toob of Minatures",Toob
36cm Large Soft Foam Rubber Stuffed Dinosaur Play Toy Animals Action Figures,"Large Soft Foam Dinosaurs Assorted Styles - One will be sent randomly This impressive large size dinosaurs have been specifically designed in museum colours that will delight the most hard core dinosaur fans. With terrific detailing and realistic colouring and right kind of stuffing they feature soft realistic feel that makes a great addition to kids bedrooms and provides excellent play value for kids who just want to get their hands on all things dinosaur. Styles/colours may vary. These cool dinosaurs highly detailed are soft to the touch and are perfect for kids who love dinosaurs or for kid's bedrooms. There are 6 various awesome dinosaurs to collect. Collect them all and create your own Dinosaur world. Sizes vary depending on the style, an average size 14 - 16 inches",MTS
Hatching Dinosaur Egg,,The Online Workshop
Bigjigs Toys Snazzy Harmonica (Green),"Colour Name:Green These brightly coloured wooden Harmonicas are sure to delight youngsters. No experience required - just blow and listen to the amazing sounds you can create! Ideal as an early introduction to sound and rhythm and a great way to encourage creativity. Helps to develop dexterity and co-ordination. Made from high quality, responsibly sourced materials. Conforms to current European safety standards. Age 3+ years. Height: 25mm, Width: 135mm, Depth: 30mm.Founded in June 1985, Bigjigs Toys is a family operated business which has never lost sight of its roots. Our mission is to deliver quality, safe and affordable products, which are responsibly sourced and complement childhood through fun, exploration and learning. We believe that the best toys are powered by creativity and imaginative play and strive to produce toys that are cherished and enjoyed for years to come.",Bigjigs Toys
Monster 500 Trading Card & Small Car Figure Captain Heinous [From Uranus] by Toys R Us [Toy],Monster 500 Trading Card & Small Car Figure Captain Heinous [From Uranus] by Toys R Us [Toy],Toys R Us
McFarlane Toys Walking Dead TV 5 Charred Zombie Action Figure,"Product Description Includes 1x Charred Zombie figure *Officially licensed from the hit AMC show The Walking Dead *4.5"" scale figure *Multiple points of articulation *Brand new in blistercard packaging Box Contains 1 x WALKING DEAD TV 5 - CHARRED ZOMBIE",McFarlane
4 Dragon Plastic Toys,Set of 4 Dragon Plastic Toys Each dragon toy measures between 17cm to 20cm long depending on the design. 4 different designs - exclusive to Blue Frog Toys Ltd. CE approved an suitable for ages 3 years +,Blue Frog Toys
